date,store_id,store_name,region,product_category,product_name,units_sold,unit_price,revenue,starting_inventory,inventory_level,customer_visits,transactions,promotion_flag,conversion_rate,sell_through_rate,low_stock_flag,month
2025-01-01,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,12,399,4788,62,50,340,5,False,0.014705882352941176,0.1935483870967742,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,20,189,3780,85,65,340,15,False,0.04411764705882353,0.23529411764705882,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,28,89,2492,170,142,340,12,False,0.03529411764705882,0.16470588235294117,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,23,119,2737,63,40,340,10,False,0.029411764705882353,0.36507936507936506,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,17,99,1683,113,96,340,12,False,0.03529411764705882,0.1504424778761062,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,10,149,1490,55,45,340,8,False,0.023529411764705882,0.18181818181818182,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,8,159,1272,171,163,340,3,False,0.008823529411764706,0.04678362573099415,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,19,129,2451,175,156,340,14,True,0.041176470588235294,0.10857142857142857,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,31,69,2139,89,58,340,13,False,0.03823529411764706,0.34831460674157305,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,25,79,1975,114,89,340,15,False,0.04411764705882353,0.21929824561403508,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,27,34,918,167,140,340,16,False,0.047058823529411764,0.16167664670658682,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,18,44,792,40,22,340,9,False,0.026470588235294117,0.45,False,2025-01
2025-01-01,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,20,29,580,53,33,340,10,False,0.029411764705882353,0.37735849056603776,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,14,329,4606,119,105,175,11,False,0.06285714285714286,0.11764705882352941,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,11,399,4389,89,78,175,6,False,0.03428571428571429,0.12359550561797752,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,18,189,3402,156,138,175,12,False,0.06857142857142857,0.11538461538461539,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,20,89,1780,59,39,175,16,False,0.09142857142857143,0.3389830508474576,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,17,119,2023,154,137,175,7,False,0.04,0.11038961038961038,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,14,99,1386,60,46,175,11,True,0.06285714285714286,0.23333333333333334,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,9,149,1341,62,53,175,6,False,0.03428571428571429,0.14516129032258066,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,9,159,1431,143,134,175,6,False,0.03428571428571429,0.06293706293706294,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,15,129,1935,54,39,175,9,False,0.05142857142857143,0.2777777777777778,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,23,69,1587,47,24,175,12,False,0.06857142857142857,0.48936170212765956,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,11,79,869,58,47,175,4,False,0.022857142857142857,0.1896551724137931,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,17,34,578,159,142,175,10,False,0.05714285714285714,0.1069182389937107,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,26,44,1144,77,51,175,16,False,0.09142857142857143,0.33766233766233766,False,2025-01
2025-01-01,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,16,29,464,151,135,175,11,False,0.06285714285714286,0.10596026490066225,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,18,329,5922,177,159,375,9,False,0.024,0.1016949152542373,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,9,399,3591,90,81,375,3,False,0.008,0.1,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,17,189,3213,115,98,375,14,False,0.037333333333333336,0.14782608695652175,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,25,89,2225,170,145,375,19,False,0.050666666666666665,0.14705882352941177,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,15,119,1785,82,67,375,12,False,0.032,0.18292682926829268,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,19,99,1881,138,119,375,15,True,0.04,0.13768115942028986,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,7,149,1043,45,38,375,3,False,0.008,0.15555555555555556,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,12,159,1908,168,156,375,8,False,0.021333333333333333,0.07142857142857142,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,16,129,2064,115,99,375,11,False,0.029333333333333333,0.1391304347826087,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,30,69,2070,111,81,375,18,False,0.048,0.2702702702702703,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,26,79,2054,37,11,375,15,False,0.04,0.7027027027027027,True,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,36,34,1224,53,17,375,20,False,0.05333333333333334,0.6792452830188679,True,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,18,44,792,124,106,375,8,False,0.021333333333333333,0.14516129032258066,False,2025-01
2025-01-01,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,21,29,609,75,54,375,12,False,0.032,0.28,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,16,329,5264,170,154,382,14,False,0.03664921465968586,0.09411764705882353,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,11,399,4389,61,50,382,4,False,0.010471204188481676,0.18032786885245902,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,17,189,3213,62,45,382,8,True,0.020942408376963352,0.27419354838709675,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,30,89,2670,88,58,382,15,True,0.03926701570680628,0.3409090909090909,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,27,119,3213,102,75,382,15,False,0.03926701570680628,0.2647058823529412,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,18,99,1782,48,30,382,14,False,0.03664921465968586,0.375,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,9,149,1341,35,26,382,5,False,0.013089005235602094,0.2571428571428571,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,22,159,3498,76,54,382,11,True,0.028795811518324606,0.2894736842105263,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,15,129,1935,37,22,382,12,False,0.031413612565445025,0.40540540540540543,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,34,69,2346,73,39,382,19,False,0.049738219895287955,0.4657534246575342,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,24,79,1896,72,48,382,14,False,0.03664921465968586,0.3333333333333333,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,35,34,1190,45,10,382,16,True,0.041884816753926704,0.7777777777777778,True,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,23,44,1012,61,38,382,15,False,0.03926701570680628,0.3770491803278688,False,2025-01
2025-01-02,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,33,29,957,74,41,382,14,False,0.03664921465968586,0.44594594594594594,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,18,329,5922,80,62,264,8,False,0.030303030303030304,0.225,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,17,399,6783,120,103,264,8,True,0.030303030303030304,0.14166666666666666,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,19,189,3591,98,79,264,13,False,0.04924242424242424,0.19387755102040816,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,19,89,1691,44,25,264,8,False,0.030303030303030304,0.4318181818181818,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,27,119,3213,152,125,264,17,False,0.06439393939393939,0.17763157894736842,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,16,99,1584,92,76,264,14,False,0.05303030303030303,0.17391304347826086,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,8,149,1192,52,44,264,3,False,0.011363636363636364,0.15384615384615385,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,13,159,2067,137,124,264,6,False,0.022727272727272728,0.0948905109489051,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,13,129,1677,42,29,264,10,False,0.03787878787878788,0.30952380952380953,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Thermal Crew Base Layer,21,69,1449,102,81,264,18,False,0.06818181818181818,0.20588235294117646,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Merino Trek Legging,18,79,1422,115,97,264,11,False,0.041666666666666664,0.1565217391304348,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Accessories,Summit Beanie,20,34,680,83,63,264,14,False,0.05303030303030303,0.24096385542168675,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Accessories,Trail Gloves,16,44,704,172,156,264,8,False,0.030303030303030304,0.09302325581395349,False,2025-01
2025-01-02,S002,Seattle Trail Store,Pacific Northwest,Accessories,Insulated Bottle,28,29,812,85,57,264,18,False,0.06818181818181818,0.32941176470588235,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Jackets,Summit Waterproof Shell,19,329,6251,115,96,226,10,False,0.04424778761061947,0.16521739130434782,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,20,399,7980,164,144,226,13,True,0.05752212389380531,0.12195121951219512,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,17,189,3213,110,93,226,9,False,0.03982300884955752,0.15454545454545454,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,30,89,2670,132,102,226,15,False,0.06637168141592921,0.22727272727272727,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,25,119,2975,112,87,226,15,False,0.06637168141592921,0.22321428571428573,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,11,99,1089,88,77,226,6,False,0.02654867256637168,0.125,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,11,149,1639,154,143,226,6,False,0.02654867256637168,0.07142857142857142,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,12,159,1908,78,66,226,6,False,0.02654867256637168,0.15384615384615385,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,17,129,2193,120,103,226,14,False,0.061946902654867256,0.14166666666666666,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,23,69,1587,114,91,226,16,False,0.07079646017699115,0.20175438596491227,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,14,79,1106,97,83,226,6,False,0.02654867256637168,0.14432989690721648,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,35,34,1190,151,116,226,21,False,0.09292035398230089,0.23178807947019867,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,21,44,924,133,112,226,12,False,0.05309734513274336,0.15789473684210525,False,2025-01
2025-01-02,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,28,29,812,36,8,226,12,False,0.05309734513274336,0.7777777777777778,True,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,8,329,2632,143,135,360,5,False,0.013888888888888888,0.055944055944055944,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,11,399,4389,153,142,360,9,False,0.025,0.0718954248366013,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,17,189,3213,151,134,360,13,False,0.03611111111111111,0.11258278145695365,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,22,89,1958,178,156,360,12,False,0.03333333333333333,0.12359550561797752,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,23,119,2737,164,141,360,14,False,0.03888888888888889,0.1402439024390244,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,10,99,990,75,65,360,5,False,0.013888888888888888,0.13333333333333333,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,6,149,894,98,92,360,2,False,0.005555555555555556,0.061224489795918366,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,11,159,1749,159,148,360,5,False,0.013888888888888888,0.06918238993710692,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,8,129,1032,108,100,360,5,False,0.013888888888888888,0.07407407407407407,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,29,69,2001,55,26,360,22,False,0.06111111111111111,0.5272727272727272,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,19,79,1501,89,70,360,16,False,0.044444444444444446,0.21348314606741572,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,24,34,816,141,117,360,20,False,0.05555555555555555,0.1702127659574468,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,19,44,836,40,21,360,8,False,0.022222222222222223,0.475,False,2025-01
2025-01-02,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,18,29,522,36,18,360,8,False,0.022222222222222223,0.5,True,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,16,329,5264,142,126,268,9,False,0.033582089552238806,0.11267605633802817,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,14,399,5586,91,77,268,8,False,0.029850746268656716,0.15384615384615385,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,16,189,3024,134,118,268,10,False,0.03731343283582089,0.11940298507462686,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,23,89,2047,77,54,268,10,False,0.03731343283582089,0.2987012987012987,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,29,119,3451,171,142,268,25,False,0.09328358208955224,0.1695906432748538,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,13,99,1287,41,28,268,10,False,0.03731343283582089,0.3170731707317073,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,11,149,1639,81,70,268,9,False,0.033582089552238806,0.13580246913580246,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,9,159,1431,118,109,268,5,False,0.018656716417910446,0.07627118644067797,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,12,129,1548,142,130,268,8,False,0.029850746268656716,0.08450704225352113,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,22,69,1518,173,151,268,18,True,0.06716417910447761,0.12716763005780346,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,16,79,1264,52,36,268,7,False,0.026119402985074626,0.3076923076923077,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,32,34,1088,98,66,268,23,False,0.08582089552238806,0.32653061224489793,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,23,44,1012,67,44,268,13,True,0.048507462686567165,0.34328358208955223,False,2025-01
2025-01-02,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,38,29,1102,154,116,268,19,True,0.0708955223880597,0.24675324675324675,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,16,329,5264,64,48,451,7,False,0.015521064301552107,0.25,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,14,399,5586,41,27,451,6,True,0.013303769401330377,0.34146341463414637,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,24,189,4536,131,107,451,15,False,0.03325942350332594,0.183206106870229,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,20,89,1780,97,77,451,16,False,0.03547671840354767,0.20618556701030927,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,31,119,3689,65,34,451,15,False,0.03325942350332594,0.47692307692307695,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,9,99,891,171,162,451,5,False,0.011086474501108648,0.05263157894736842,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,10,149,1490,122,112,451,8,False,0.017738359201773836,0.08196721311475409,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,13,159,2067,145,132,451,5,False,0.011086474501108648,0.0896551724137931,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,20,129,2580,74,54,451,12,False,0.026607538802660754,0.2702702702702703,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,40,69,2760,104,64,451,21,False,0.04656319290465632,0.38461538461538464,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,27,79,2133,154,127,451,16,False,0.03547671840354767,0.17532467532467533,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,26,34,884,97,71,451,12,False,0.026607538802660754,0.26804123711340205,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,44,44,1936,97,53,451,21,True,0.04656319290465632,0.4536082474226804,False,2025-01
2025-01-03,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,29,29,841,121,92,451,25,False,0.05543237250554324,0.2396694214876033,False,2025-01
2025-01-03,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,13,329,4277,125,112,436,6,False,0.013761467889908258,0.104,False,2025-01
2025-01-03,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,15,399,5985,105,90,436,8,False,0.01834862385321101,0.14285714285714285,False,2025-01
2025-01-03,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,13,189,2457,96,83,436,6,False,0.013761467889908258,0.13541666666666666,False,2025-01
2025-01-03,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,31,89,2759,156,125,436,16,False,0.03669724770642202,0.1987179487179487,False,2025-01
2025-01-03,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,27,119,3213,58,31,436,18,False,0.04128440366972477,0.46551724137931033,False,2025-01
2025-01-03,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,10,99,990,129,119,436,5,False,0.011467889908256881,0.07751937984496124,False,2025-01
2025-01-03,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,9,149,1341,175,166,436,6,False,0.013761467889908258,0.05142857142857143,False,2025-01
2025-01-03,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,10,159,1590,99,89,436,7,False,0.016055045871559634,0.10101010101010101,False,2025-01
2025-01-03,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,13,129,1677,172,159,436,5,False,0.011467889908256881,0.0755813953488372,False,2025-01
